cimento,fck,fcj,ac,slump,dmax,agua,consumo_cimento,consumo_brita,consumo_areia,ar_incorporado,teor_argamassa
CP II 40,15,21.6,0.68,90,19,156,229.41,983,1032.38,2,56
CP II 40,15,21.6,0.68,100,19,163,239.71,977,1010.98,2,56
CP II 40,15,21.6,0.68,110,19,169,248.53,969,995.36,2,56
CP II 40,15,21.6,0.68,120,19,176,258.82,962,974.92,2,56
CP II 40,15,21.6,0.68,130,19,183,269.12,954,955.42,2,56
CP II 40,15,21.6,0.68,140,19,190,279.41,946,935.93,2,56
CP II 40,15,21.6,0.68,70,25,133,195.59,1009,1096.7,2,56
CP II 40,15,21.6,0.68,80,25,140,205.88,1001,1077.21,2,56
CP II 40,15,21.6,0.68,90,25,148,217.65,993,1053.84,2,56
CP II 40,15,21.6,0.68,100,25,155,227.94,985,1034.35,2,56
CP II 40,15,21.6,0.68,110,25,163,239.71,977,1010.98,2,56
CP II 40,15,21.6,0.68,120,25,170,250,969,991.49,2,56
CP II 40,15,21.6,0.68,130,25,178,261.76,961,968.12,2,56
CP II 40,15,21.6,0.68,140,25,185,272.06,953,948.62,2,56
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1002,998.7,2,55
CP II 40,15,21.6,0.68,80,9.5,165,242.65,996,985.05,2,55
CP II 40,15,21.6,0.68,90,9.5,170,250,991,970.45,2,55
CP II 40,15,21.6,0.68,100,9.5,175,257.35,985.33,956.48,2,55
CP II 40,15,21.6,0.68,110,9.5,180,264.71,979.83,942.35,2,55
CP II 40,15,21.6,0.68,120,9.5,185,272.06,974.33,928.22,2,55
CP II 40,15,21.6,0.68,130,9.5,190,279.41,968.83,914.09,2,55
CP II 40,15,21.6,0.68,140,9.5,195,286.76,963.33,899.97,2,55
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1016,1031.85,2,55
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1008,1012.35,2,55
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1000,996.74,2,55
CP II 40,15,21.6,0.68,100,12.5,167,245.59,994,979.21,2,55
CP II 40,15,21.6,0.68,110,12.5,173,254.41,989,960.73,2,55
CP II 40,15,21.6,0.68,120,12.5,180,264.71,981,941.23,2,55
CP II 40,15,21.6,0.68,130,12.5,186,273.53,974,924.66,2,55
CP II 40,15,21.6,0.68,140,12.5,192,282.35,966,909.05,2,55
CP II 40,15,21.6,0.68,70,19,142,208.82,1022,1049.37,2,55
CP II 40,15,21.6,0.68,80,19,149,219.12,1014,1029.88,2,55
CP II 40,15,21.6,0.68,90,19,156,229.41,1006,1010.39,2,55
CP II 40,15,21.6,0.68,100,19,163,239.71,998,990.9,2,55
CP II 40,15,21.6,0.68,110,19,169,248.53,992,973.37,2,55
CP II 40,15,21.6,0.68,120,19,176,258.82,985,952.92,2,55
CP II 40,15,21.6,0.68,130,19,183,269.12,977,933.43,2,55
CP II 40,15,21.6,0.68,140,19,190,279.41,970,912.98,2,55
CP II 40,15,21.6,0.68,70,25,133,195.59,1031,1075.66,2,55
CP II 40,15,21.6,0.68,80,25,140,205.88,1024,1055.22,2,55
CP II 40,15,21.6,0.68,90,25,148,217.65,1016,1031.85,2,55
CP II 40,15,21.6,0.68,100,25,155,227.94,1008.67,1011.72,2,55
CP II 40,15,21.6,0.68,110,25,163,239.71,999,989.94,2,55
CP II 40,15,21.6,0.68,120,25,170,250,991,970.45,2,55
CP II 40,15,21.6,0.68,130,25,178,261.76,983,947.08,2,55
CP II 40,15,21.6,0.68,140,25,185,272.06,974,928.54,2,55
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1026,975.75,2,54
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1019,963.06,2,54
CP II 40,15,21.6,0.68,90,9.5,170,250,1013,949.41,2,54
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1008,934.8,2,54
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1002,921.15,2,54
CP II 40,15,21.6,0.68,120,9.5,185,272.06,996,907.5,2,54
CP II 40,15,21.6,0.68,130,9.5,190,279.41,991,892.89,2,54
CP II 40,15,21.6,0.68,140,9.5,195,286.76,986,878.29,2,54
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1039,1009.85,2,54
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1031,990.36,2,54
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1023,974.74,2,54
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1017,957.21,2,54
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1011,939.69,2,54
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1002,921.15,2,54
CP II 40,15,21.6,0.68,130,12.5,186,273.53,995,904.58,2,54
CP II 40,15,21.6,0.68,140,12.5,192,282.35,988,888.01,2,54
CP II 40,15,21.6,0.68,70,19,142,208.82,1046,1026.42,2,54
CP II 40,15,21.6,0.68,80,19,149,219.12,1037,1007.88,2,54
CP II 40,15,21.6,0.68,90,19,156,229.41,1029,988.39,2,54
CP II 40,15,21.6,0.68,100,19,163,239.71,1022,967.94,2,54
CP II 40,15,21.6,0.68,110,19,169,248.53,1014,952.33,2,54
CP II 40,15,21.6,0.68,120,19,176,258.82,1006,932.84,2,54
CP II 40,15,21.6,0.68,130,19,183,269.12,998,913.34,2,54
CP II 40,15,21.6,0.68,140,19,190,279.41,991,892.89,2,54
CP II 40,15,21.6,0.68,70,25,133,195.59,1056,1051.76,2,54
CP II 40,15,21.6,0.68,80,25,140,205.88,1048,1032.26,2,54
CP II 40,15,21.6,0.68,90,25,148,217.65,1038,1010.81,2,54
CP II 40,15,21.6,0.68,100,25,155,227.94,1031,990.36,2,54
CP II 40,15,21.6,0.68,110,25,163,239.71,1022,967.94,2,54
CP II 40,15,21.6,0.68,120,25,170,250,1013,949.41,2,54
CP II 40,15,21.6,0.68,130,25,178,261.76,1004,926.99,2,54
CP II 40,15,21.6,0.68,140,25,185,272.06,996,907.5,2,54
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1049,953.75,2,53
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1042,941.06,2,53
CP II 40,15,21.6,0.68,90,9.5,170,250,1036,927.41,2,53
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1031,912.8,2,53
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1025,899.15,2,53
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1018,886.46,2,53
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1013,871.85,2,53
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1007,858.2,2,53
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1062,987.85,2,53
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1053,969.32,2,53
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1046,952.75,2,53
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1040,935.22,2,53
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1032,919.6,2,53
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1024,900.11,2,53
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1017,883.54,2,53
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1010,866.97,2,53
CP II 40,15,21.6,0.68,70,19,142,208.82,1069,1004.42,2,53
CP II 40,15,21.6,0.68,80,19,149,219.12,1061,984.93,2,53
CP II 40,15,21.6,0.68,90,19,156,229.41,1052,966.4,2,53
CP II 40,15,21.6,0.68,100,19,163,239.71,1043.67,947.22,2,53
CP II 40,15,21.6,0.68,110,19,169,248.53,1037,930.33,2,53
CP II 40,15,21.6,0.68,120,19,176,258.82,1029,910.84,2,53
CP II 40,15,21.6,0.68,130,19,183,269.12,1021,891.35,2,53
CP II 40,15,21.6,0.68,140,19,190,279.41,1013,871.85,2,53
CP II 40,15,21.6,0.68,70,25,133,195.59,1080,1028.8,2,53
CP II 40,15,21.6,0.68,80,25,140,205.88,1070,1011.22,2,53
CP II 40,15,21.6,0.68,90,25,148,217.65,1062,987.85,2,53
CP II 40,15,21.6,0.68,100,25,155,227.94,1052.67,969.64,2,53
CP II 40,15,21.6,0.68,110,25,163,239.71,1043.67,947.22,2,53
CP II 40,15,21.6,0.68,120,25,170,250,1036,927.41,2,53
CP II 40,15,21.6,0.68,130,25,178,261.76,1028,904.04,2,53
CP II 40,15,21.6,0.68,140,25,185,272.06,1018,886.46,2,53
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1071,932.71,2,52
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1064,920.02,2,52
CP II 40,15,21.6,0.68,90,9.5,170,250,1058,906.37,2,52
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1053,891.76,2,52
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1047,878.11,2,52
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1041,864.46,2,52
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1035,850.81,2,52
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1030,836.21,2,52
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1086,964.9,2,52
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1076,947.32,2,52
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1069,930.75,2,52
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1062,914.18,2,52
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1056,896.65,2,52
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1048,877.16,2,52
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1040,861.54,2,52
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1032,845.93,2,52
CP II 40,15,21.6,0.68,70,19,142,208.82,1092,982.43,2,52
CP II 40,15,21.6,0.68,80,19,149,219.12,1083,963.89,2,52
CP II 40,15,21.6,0.68,90,19,156,229.41,1075,944.4,2,52
CP II 40,15,21.6,0.68,100,19,163,239.71,1066.33,925.54,2,52
CP II 40,15,21.6,0.68,110,19,169,248.53,1060,908.34,2,52
CP II 40,15,21.6,0.68,120,19,176,258.82,1051,889.8,2,52
CP II 40,15,21.6,0.68,130,19,183,269.12,1043,870.31,2,52
CP II 40,15,21.6,0.68,140,19,190,279.41,1035,850.81,2,52
CP II 40,15,21.6,0.68,70,25,133,195.59,1102,1007.76,2,52
CP II 40,15,21.6,0.68,80,25,140,205.88,1094,988.27,2,52
CP II 40,15,21.6,0.68,90,25,148,217.65,1084,966.81,2,52
CP II 40,15,21.6,0.68,100,25,155,227.94,1076,947.32,2,52
CP II 40,15,21.6,0.68,110,25,163,239.71,1066.33,925.54,2,52
CP II 40,15,21.6,0.68,120,25,170,250,1059,905.41,2,52
CP II 40,15,21.6,0.68,130,25,178,261.76,1050,883,2,52
CP II 40,15,21.6,0.68,140,25,185,272.06,1041,864.46,2,52
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1094,910.72,2,51
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1088,897.07,2,51
CP II 40,15,21.6,0.68,90,9.5,170,250,1081,884.37,2,51
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1074.67,871.04,2,51
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1069,857.07,2,51
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1064,842.47,2,51
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1057,829.77,2,51
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1051,816.12,2,51
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1107,944.82,2,51
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1099,925.32,2,51
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1093,907.8,2,51
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1085.67,891.54,2,51
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1078.67,874.97,2,51
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1070,856.12,2,51
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1063,839.55,2,51
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1056,822.98,2,51
CP II 40,15,21.6,0.68,70,19,142,208.82,1116,959.47,2,51
CP II 40,15,21.6,0.68,80,19,149,219.12,1106,941.9,2,51
CP II 40,15,21.6,0.68,90,19,156,229.41,1098,922.4,2,51
CP II 40,15,21.6,0.68,100,19,163,239.71,1091,901.95,2,51
CP II 40,15,21.6,0.68,110,19,169,248.53,1082,887.3,2,51
CP II 40,15,21.6,0.68,120,19,176,258.82,1074,867.8,2,51
CP II 40,15,21.6,0.68,130,19,183,269.12,1065,849.27,2,51
CP II 40,15,21.6,0.68,140,19,190,279.41,1057,829.77,2,51
CP II 40,15,21.6,0.68,70,25,133,195.59,1127,983.85,2,51
CP II 40,15,21.6,0.68,80,25,140,205.88,1118,965.32,2,51
CP II 40,15,21.6,0.68,90,25,148,217.65,1109,942.9,2,51
CP II 40,15,21.6,0.68,100,25,155,227.94,1100,924.37,2,51
CP II 40,15,21.6,0.68,110,25,163,239.71,1091,901.95,2,51
CP II 40,15,21.6,0.68,120,25,170,250,1082,883.42,2,51
CP II 40,15,21.6,0.68,130,25,178,261.76,1073,861,2,51
CP II 40,15,21.6,0.68,140,25,185,272.06,1064,842.47,2,51
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1116,889.68,2,50
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1110,876.03,2,50
CP II 40,15,21.6,0.68,90,9.5,170,250,1104,862.38,2,50
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1098,848.73,2,50
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1092,835.08,2,50
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1086,821.43,2,50
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1080,807.78,2,50
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1074,794.13,2,50
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1132,920.91,2,50
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1123,902.37,2,50
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1116,885.8,2,50
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1108,870.19,2,50
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1100,854.57,2,50
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1093,834.12,2,50
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1084,819.46,2,50
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1078,801.94,2,50
CP II 40,15,21.6,0.68,70,19,142,208.82,1139,937.48,2,50
CP II 40,15,21.6,0.68,80,19,149,219.12,1131,917.99,2,50
CP II 40,15,21.6,0.68,90,19,156,229.41,1122,899.45,2,50
CP II 40,15,21.6,0.68,100,19,163,239.71,1113.67,880.28,2,50
CP II 40,15,21.6,0.68,110,19,169,248.53,1105.17,865.14,2,50
CP II 40,15,21.6,0.68,120,19,176,258.82,1096.67,846.13,2,50
CP II 40,15,21.6,0.68,130,19,183,269.12,1088.17,827.11,2,50
CP II 40,15,21.6,0.68,140,19,190,279.41,1079.67,808.1,2,50
CP II 40,15,21.6,0.68,70,25,133,195.59,1149,962.81,2,50
CP II 40,15,21.6,0.68,80,25,140,205.88,1141,943.32,2,50
CP II 40,15,21.6,0.68,90,25,148,217.65,1132,920.91,2,50
CP II 40,15,21.6,0.68,100,25,155,227.94,1123.67,901.73,2,50
CP II 40,15,21.6,0.68,110,25,163,239.71,1114,879.96,2,50
CP II 40,15,21.6,0.68,120,25,170,250,1104,862.38,2,50
CP II 40,15,21.6,0.68,130,25,178,261.76,1094,840.92,2,50
CP II 40,15,21.6,0.68,140,25,185,272.06,1086,821.43,2,50
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1139,867.68,2,49
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1134,853.08,2,49
CP II 40,15,21.6,0.68,90,9.5,170,250,1127,840.38,2,49
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1121.33,826.41,2,49
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1115.33,812.76,2,49
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1107,801.34,2,49
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1101,787.69,2,49
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1095,774.04,2,49
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1154,899.87,2,49
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1146,880.37,2,49
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1138,864.76,2,49
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1130,849.15,2,49
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1124,831.62,2,49
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1114,814.04,2,49
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1106,798.42,2,49
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1100,780.9,2,49
CP II 40,15,21.6,0.68,70,19,142,208.82,1161,916.44,2,49
CP II 40,15,21.6,0.68,80,19,149,219.12,1154,895.99,2,49
CP II 40,15,21.6,0.68,90,19,156,229.41,1144,878.41,2,49
CP II 40,15,21.6,0.68,100,19,163,239.71,1136,858.92,2,49
CP II 40,15,21.6,0.68,110,19,169,248.53,1127.5,843.78,2,49
CP II 40,15,21.6,0.68,120,19,176,258.82,1119,824.77,2,49
CP II 40,15,21.6,0.68,130,19,183,269.12,1110.5,805.75,2,49
CP II 40,15,21.6,0.68,140,19,190,279.41,1102,786.74,2,49
CP II 40,15,21.6,0.68,70,25,133,195.59,1173,939.86,2,49
CP II 40,15,21.6,0.68,80,25,140,205.88,1165,920.37,2,49
CP II 40,15,21.6,0.68,90,25,148,217.65,1154,899.87,2,49
CP II 40,15,21.6,0.68,100,25,155,227.94,1145,881.33,2,49
CP II 40,15,21.6,0.68,110,25,163,239.71,1135.5,859.4,2,49
CP II 40,15,21.6,0.68,120,25,170,250,1126,841.34,2,49
CP II 40,15,21.6,0.68,130,25,178,261.76,1116.5,819.4,2,49
CP II 40,15,21.6,0.68,140,25,185,272.06,1107,801.34,2,49
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1163,844.73,2,48
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1156,832.04,2,48
CP II 40,15,21.6,0.68,90,9.5,170,250,1149,819.34,2,48
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1144,804.74,2,48
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1137,792.04,2,48
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1130,779.35,2,48
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1123,766.65,2,48
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1118,752.05,2,48
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1178,876.91,2,48
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1170,857.42,2,48
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1160,843.72,2,48
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1153,827.15,2,48
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1145,811.53,2,48
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1136,793,2,48
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1128,777.38,2,48
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1121,760.81,2,48
CP II 40,15,21.6,0.68,70,19,142,208.82,1186,892.53,2,48
CP II 40,15,21.6,0.68,80,19,149,219.12,1176,874.95,2,48
CP II 40,15,21.6,0.68,90,19,156,229.41,1168,855.46,2,48
CP II 40,15,21.6,0.68,100,19,163,239.71,1158.67,837.24,2,48
CP II 40,15,21.6,0.68,110,19,169,248.53,1152,820.35,2,48
CP II 40,15,21.6,0.68,120,19,176,258.82,1143,801.81,2,48
CP II 40,15,21.6,0.68,130,19,183,269.12,1134,783.28,2,48
CP II 40,15,21.6,0.68,140,19,190,279.41,1125,764.74,2,48
CP II 40,15,21.6,0.68,70,25,133,195.59,1196,917.86,2,48
CP II 40,15,21.6,0.68,80,25,140,205.88,1188,898.37,2,48
CP II 40,15,21.6,0.68,90,25,148,217.65,1178,876.91,2,48
CP II 40,15,21.6,0.68,100,25,155,227.94,1169.33,858.06,2,48
CP II 40,15,21.6,0.68,110,25,163,239.71,1158,837.88,2,48
CP II 40,15,21.6,0.68,120,25,170,250,1149,819.34,2,48
CP II 40,15,21.6,0.68,130,25,178,261.76,1140,796.93,2,48
CP II 40,15,21.6,0.68,140,25,185,272.06,1131,778.39,2,48
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1185,823.69,2,47
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1179,810.04,2,47
CP II 40,15,21.6,0.68,90,9.5,170,250,1173,796.39,2,47
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1165,784.65,2,47
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1159,771,2,47
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1153,757.35,2,47
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1147,743.7,2,47
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1140,731.01,2,47
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1200,855.87,2,47
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1192,836.38,2,47
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1184,820.77,2,47
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1176,805.15,2,47
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1168,789.54,2,47
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1160,770.05,2,47
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1152,754.43,2,47
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1144,738.82,2,47
CP II 40,15,21.6,0.68,70,19,142,208.82,1208,871.49,2,47
CP II 40,15,21.6,0.68,80,19,149,219.12,1200,852,2,47
CP II 40,15,21.6,0.68,90,19,156,229.41,1190,834.42,2,47
CP II 40,15,21.6,0.68,100,19,163,239.71,1181.33,815.56,2,47
CP II 40,15,21.6,0.68,110,19,169,248.53,1174,799.31,2,47
CP II 40,15,21.6,0.68,120,19,176,258.82,1165,780.77,2,47
CP II 40,15,21.6,0.68,130,19,183,269.12,1154.33,763.83,2,47
CP II 40,15,21.6,0.68,140,19,190,279.41,1145.33,745.3,2,47
CP II 40,15,21.6,0.68,70,25,133,195.59,1220,894.91,2,47
CP II 40,15,21.6,0.68,80,25,140,205.88,1212,875.42,2,47
CP II 40,15,21.6,0.68,90,25,148,217.65,1202,853.96,2,47
CP II 40,15,21.6,0.68,100,25,155,227.94,1191,837.34,2,47
CP II 40,15,21.6,0.68,110,25,163,239.71,1182,814.92,2,47
CP II 40,15,21.6,0.68,120,25,170,250,1173,796.39,2,47
CP II 40,15,21.6,0.68,130,25,178,261.76,1161,776.84,2,47
CP II 40,15,21.6,0.68,140,25,185,272.06,1153,757.35,2,47
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1208,801.69,2,46
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1202,788.04,2,46
CP II 40,15,21.6,0.68,90,9.5,170,250,1196,774.39,2,46
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1188,762.66,2,46
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1182,749.01,2,46
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1176,735.36,2,46
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1168,723.62,2,46
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1162,709.97,2,46
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1224,832.92,2,46
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1216,813.43,2,46
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1208,797.81,2,46
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1200,782.2,2,46
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1192,766.58,2,46
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1182,749.01,2,46
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1174,733.39,2,46
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1166,717.78,2,46
CP II 40,15,21.6,0.68,70,19,142,208.82,1232,848.54,2,46
CP II 40,15,21.6,0.68,80,19,149,219.12,1224,829.04,2,46
CP II 40,15,21.6,0.68,90,19,156,229.41,1214,811.46,2,46
CP II 40,15,21.6,0.68,100,19,163,239.71,1205.33,792.61,2,46
CP II 40,15,21.6,0.68,110,19,169,248.53,1196.33,777.95,2,46
CP II 40,15,21.6,0.68,120,19,176,258.82,1187.33,759.42,2,46
CP II 40,15,21.6,0.68,130,19,183,269.12,1178.33,740.88,2,46
CP II 40,15,21.6,0.68,140,19,190,279.41,1169.33,722.34,2,46
CP II 40,15,21.6,0.68,70,25,133,195.59,1244,871.96,2,46
CP II 40,15,21.6,0.68,80,25,140,205.88,1236,852.47,2,46
CP II 40,15,21.6,0.68,90,25,148,217.65,1224,832.92,2,46
CP II 40,15,21.6,0.68,100,25,155,227.94,1214.67,814.7,2,46
CP II 40,15,21.6,0.68,110,25,163,239.71,1204.67,793.25,2,46
CP II 40,15,21.6,0.68,120,25,170,250,1194.67,775.67,2,46
CP II 40,15,21.6,0.68,130,25,178,261.76,1184.67,754.21,2,46
CP II 40,15,21.6,0.68,140,25,185,272.06,1174.67,736.63,2,46
CP II 40,15,21.6,0.68,70,9.5,160,235.29,1232,778.74,2,45
CP II 40,15,21.6,0.68,80,9.5,165,242.65,1224,767,2,45
CP II 40,15,21.6,0.68,90,9.5,170,250,1218,753.35,2,45
CP II 40,15,21.6,0.68,100,9.5,175,257.35,1210.67,740.98,2,45
CP II 40,15,21.6,0.68,110,9.5,180,264.71,1203.67,728.28,2,45
CP II 40,15,21.6,0.68,120,9.5,185,272.06,1196.67,715.59,2,45
CP II 40,15,21.6,0.68,130,9.5,190,279.41,1189.67,702.9,2,45
CP II 40,15,21.6,0.68,140,9.5,195,286.76,1184,688.93,2,45
CP II 40,15,21.6,0.68,70,12.5,148,217.65,1248,809.97,2,45
CP II 40,15,21.6,0.68,80,12.5,155,227.94,1238,792.39,2,45
CP II 40,15,21.6,0.68,90,12.5,161,236.76,1230,776.77,2,45
CP II 40,15,21.6,0.68,100,12.5,167,245.59,1222,761.16,2,45
CP II 40,15,21.6,0.68,110,12.5,173,254.41,1214,745.54,2,45
CP II 40,15,21.6,0.68,120,12.5,180,264.71,1205,727.01,2,45
CP II 40,15,21.6,0.68,130,12.5,186,273.53,1196,712.35,2,45
CP II 40,15,21.6,0.68,140,12.5,192,282.35,1187,697.69,2,45
CP II 40,15,21.6,0.68,70,19,142,208.82,1255,826.54,2,45
CP II 40,15,21.6,0.68,80,19,149,219.12,1246,808,2,45
CP II 40,15,21.6,0.68,90,19,156,229.41,1237,789.47,2,45
CP II 40,15,21.6,0.68,100,19,163,239.71,1228,770.93,2,45
CP II 40,15,21.6,0.68,110,19,169,248.53,1219,756.27,2,45
CP II 40,15,21.6,0.68,120,19,176,258.82,1210,737.74,2,45
CP II 40,15,21.6,0.68,130,19,183,269.12,1201,719.2,2,45
CP II 40,15,21.6,0.68,140,19,190,279.41,1190,702.58,2,45
CP II 40,15,21.6,0.68,70,25,133,195.59,1268,849.01,2,45
CP II 40,15,21.6,0.68,80,25,140,205.88,1258,831.43,2,45
CP II 40,15,21.6,0.68,90,25,148,217.65,1248,809.97,2,45
CP II 40,15,21.6,0.68,100,25,155,227.94,1238,792.39,2,45
CP II 40,15,21.6,0.68,110,25,163,239.71,1228,770.93,2,45
CP II 40,15,21.6,0.68,120,25,170,250,1218,753.35,2,45
CP II 40,15,21.6,0.68,130,25,178,261.76,1208,731.89,2,45
CP II 40,15,21.6,0.68,140,25,185,272.06,1198,714.32,2,45
